Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,7320984122832,7321827779751,843656919,-1
0,1,STEP,7321828714199,7321833686710,4972511,-1
1,1,STEP,7321833757592,7321837793132,4035540,-1
2,1,STEP,7321837865048,7321842273895,4408847,-1
3,1,STEP,7321842365907,7321846480595,4114688,-1
4,1,STEP,7321846554808,7321850354028,3799220,-1
5,1,STEP,7321850447598,7321854094038,3646440,-1
6,1,STEP,7321854167469,7321857942739,3775270,-1
7,1,STEP,7321858022859,7321861825440,3802581,-1
8,1,STEP,7321861932522,7321866100896,4168374,-1
9,1,STEP,7321866180371,7321868927088,2746717,-1
10,1,STEP,7321868995168,7321872384141,3388973,-1
11,1,STEP,7321872450927,7321876759063,4308136,-1
12,1,STEP,7321876827082,7321880688156,3861074,-1
13,1,STEP,7321880764359,7321884798479,4034120,-1
14,1,STEP,7321884921096,7321890240113,5319017,-1
15,1,STEP,7321890357513,7321895009056,4651543,-1
16,1,STEP,7321895118210,7321900275420,5157210,-1
17,1,STEP,7321900365801,7321904232709,3866908,-1
18,1,STEP,7321904348864,7321908885873,4537009,-1
19,1,STEP,7321908960097,7321912573445,3613348,-1
20,1,STEP,7321912644018,7321915814473,3170455,-1
21,1,STEP,7321915878633,7321919566860,3688227,-1
22,1,STEP,7321919674759,7321925228219,5553460,-1
23,1,STEP,7321925345115,7321929636687,4291572,-1
24,1,STEP,7321929753657,7321933879108,4125451,-1
25,1,STEP,7321933950590,7321937828202,3877612,-1
26,1,STEP,7321937895086,7321941688020,3792934,-1
27,1,STEP,7321941784089,7321945724041,3939952,-1
28,1,STEP,7321945800414,7321948884033,3083619,-1
29,1,STEP,7321948946927,7321952382134,3435207,-1
30,1,STEP,7321952451785,7321955931936,3480151,-1
31,1,STEP,7321955996080,7321959258151,3262071,-1
32,1,STEP,7321959329400,7321962144311,2814911,-1
33,1,STEP,7321962227647,7321966123543,3895896,-1
34,1,STEP,7321966192490,7321969518198,3325708,-1
35,1,STEP,7321969587443,7321973033715,3446272,-1
36,1,STEP,7321973107343,7321976652442,3545099,-1
37,1,STEP,7321976725682,7321979687288,2961606,-1
38,1,STEP,7321979752302,7321982961889,3209587,-1
39,1,STEP,7321983085039,7321987108962,4023923,-1
40,1,STEP,7321987182357,7321990994417,3812060,-1
41,1,STEP,7321991065503,7321993994152,2928649,-1
42,1,STEP,7321994066053,7321997837613,3771560,-1
43,1,STEP,7321997912999,7322001170492,3257493,-1
44,1,STEP,7322001243897,7322005228063,3984166,-1
45,1,STEP,7322005340557,7322009209152,3868595,-1
46,1,STEP,7322009287996,7322013723244,4435248,-1
47,1,STEP,7322013805487,7322017241941,3436454,-1
48,1,STEP,7322017312704,7322020918727,3606023,-1
49,1,STEP,7322020991392,7322024937530,3946138,-1
50,1,STEP,7322025052684,7322028470130,3417446,-1
51,1,STEP,7322028540368,7322032592101,4051733,-1
52,1,STEP,7322032683532,7322036441257,3757725,-1
53,1,STEP,7322036522105,7322040430157,3908052,-1
54,1,STEP,7322040504282,7322043786365,3282083,-1
55,1,STEP,7322043899846,7322047828760,3928914,-1
56,1,STEP,7322047898995,7322051824130,3925135,-1
57,1,STEP,7322051892008,7322055191345,3299337,-1
58,1,STEP,7322055257363,7322059046099,3788736,-1
59,1,STEP,7322059119557,7322062187926,3068369,-1
60,1,STEP,7322062353276,7322066322865,3969589,-1
61,1,STEP,7322066395396,7322069187197,2791801,-1
62,1,STEP,7322069251828,7322072793080,3541252,-1
63,1,STEP,7322072863658,7322075917593,3053935,-1
64,1,STEP,7322075993564,7322079524412,3530848,-1
65,1,STEP,7322079594427,7322083107559,3513132,-1
66,1,STEP,7322083221133,7322086860513,3639380,-1
67,1,STEP,7322086941068,7322090328571,3387503,-1
68,1,STEP,7322090405312,7322093592971,3187659,-1
69,1,STEP,7322093658213,7322097724463,4066250,-1
70,1,STEP,7322097790523,7322100718413,2927890,-1
71,1,STEP,7322100784160,7322105335032,4550872,-1
72,1,STEP,7322105446131,7322108838532,3392401,-1
73,1,STEP,7322108908810,7322111963057,3054247,-1
74,1,STEP,7322112048462,7322114737674,2689212,-1
75,1,STEP,7322114807295,7322118337161,3529866,-1
76,1,STEP,7322118430632,7322121924777,3494145,-1
77,1,STEP,7322122033809,7322125980289,3946480,-1
78,1,STEP,7322126076358,7322129161225,3084867,-1
79,1,STEP,7322129246333,7322132152300,2905967,-1
80,1,STEP,7322132224910,7322135897189,3672279,-1
81,1,STEP,7322136003775,7322139521541,3517766,-1
82,1,STEP,7322139614076,7322143288573,3674497,-1
83,1,STEP,7322143372498,7322146952869,3580371,-1
84,1,STEP,7322147023374,7322150711867,3688493,-1
85,1,STEP,7322150782702,7322153683478,2900776,-1
