Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,4264564361536,4264935177038,370815502,-1
0,1,STEP,4264935349638,4264940612638,5263000,-1
1,1,STEP,4264940707038,4264944932738,4225700,-1
2,1,STEP,4264945035938,4264950604638,5568700,-1
3,1,STEP,4264950776538,4264955224938,4448400,-1
4,1,STEP,4264955325038,4264958737538,3412500,-1
5,1,STEP,4264958821438,4264962113339,3291901,-1
6,1,STEP,4264962194439,4264965776839,3582400,-1
7,1,STEP,4264965856539,4264969177239,3320700,-1
8,1,STEP,4264969255039,4264972699439,3444400,-1
9,1,STEP,4264972781439,4264975367439,2586000,-1
10,1,STEP,4264975439339,4264978611139,3171800,-1
11,1,STEP,4264978691839,4264983372039,4680200,-1
12,1,STEP,4264983467539,4264987291439,3823900,-1
13,1,STEP,4264987388739,4264991465539,4076800,-1
14,1,STEP,4264991552339,4264995726639,4174300,-1
15,1,STEP,4264995866039,4264999521439,3655400,-1
16,1,STEP,4264999667139,4265004547539,4880400,-1
17,1,STEP,4265004701839,4265008489539,3787700,-1
18,1,STEP,4265008627739,4265012514539,3886800,-1
19,1,STEP,4265012613639,4265016889639,4276000,-1
20,1,STEP,4265017014639,4265020886239,3871600,-1
21,1,STEP,4265020993139,4265024350339,3357200,-1
22,1,STEP,4265024437339,4265027961839,3524500,-1
23,1,STEP,4265028037839,4265030975139,2937300,-1
24,1,STEP,4265031072239,4265033961939,2889700,-1
25,1,STEP,4265034039539,4265037426339,3386800,-1
26,1,STEP,4265037501639,4265040595639,3094000,-1
27,1,STEP,4265040677539,4265043761139,3083600,-1
28,1,STEP,4265043840639,4265046502839,2662200,-1
29,1,STEP,4265046584939,4265050527939,3943000,-1
30,1,STEP,4265050635239,4265054231939,3596700,-1
31,1,STEP,4265054324839,4265057376839,3052000,-1
32,1,STEP,4265057464139,4265059943239,2479100,-1
33,1,STEP,4265060025539,4265063519639,3494100,-1
34,1,STEP,4265063634939,4265066987939,3353000,-1
35,1,STEP,4265067072939,4265070338739,3265800,-1
36,1,STEP,4265070436439,4265073791439,3355000,-1
37,1,STEP,4265073872139,4265076710139,2838000,-1
38,1,STEP,4265076786839,4265079724139,2937300,-1
39,1,STEP,4265079803439,4265083749939,3946500,-1
40,1,STEP,4265083847539,4265087432439,3584900,-1
41,1,STEP,4265087540639,4265090591039,3050400,-1
42,1,STEP,4265090684839,4265094173639,3488800,-1
43,1,STEP,4265094254639,4265097422839,3168200,-1
44,1,STEP,4265097512039,4265100689939,3177900,-1
45,1,STEP,4265100769039,4265104601339,3832300,-1
46,1,STEP,4265104707739,4265109131639,4423900,-1
47,1,STEP,4265109233239,4265112797239,3564000,-1
48,1,STEP,4265112896839,4265117060040,4163201,-1
49,1,STEP,4265117186640,4265121195440,4008800,-1
50,1,STEP,4265121387740,4265124919040,3531300,-1
51,1,STEP,4265125017640,4265129046040,4028400,-1
52,1,STEP,4265129160340,4265132764640,3604300,-1
53,1,STEP,4265132866840,4265136308340,3441500,-1
54,1,STEP,4265136394340,4265139188940,2794600,-1
55,1,STEP,4265139281640,4265142830440,3548800,-1
56,1,STEP,4265142930740,4265146618940,3688200,-1
57,1,STEP,4265146730840,4265150841740,4110900,-1
58,1,STEP,4265150952340,4265154711140,3758800,-1
59,1,STEP,4265154809340,4265157731840,2922500,-1
60,1,STEP,4265157858340,4265161345240,3486900,-1
61,1,STEP,4265161429940,4265164614540,3184600,-1
62,1,STEP,4265164726340,4265168078340,3352000,-1
63,1,STEP,4265168162940,4265171009740,2846800,-1
64,1,STEP,4265171150940,4265174315340,3164400,-1
65,1,STEP,4265174392440,4265176889040,2496600,-1
66,1,STEP,4265176958940,4265179629240,2670300,-1
67,1,STEP,4265179704340,4265183588740,3884400,-1
68,1,STEP,4265183693040,4265186691040,2998000,-1
69,1,STEP,4265186782140,4265190889840,4107700,-1
70,1,STEP,4265190998740,4265193848840,2850100,-1
71,1,STEP,4265193942640,4265197463340,3520700,-1
72,1,STEP,4265197549340,4265200725140,3175800,-1
73,1,STEP,4265200805140,4265203744740,2939600,-1
74,1,STEP,4265203820540,4265206453840,2633300,-1
75,1,STEP,4265206551940,4265209900840,3348900,-1
76,1,STEP,4265209982840,4265213191240,3208400,-1
77,1,STEP,4265213285440,4265217204640,3919200,-1
78,1,STEP,4265217321640,4265220797740,3476100,-1
79,1,STEP,4265220940340,4265223596840,2656500,-1
80,1,STEP,4265223680840,4265227091440,3410600,-1
81,1,STEP,4265227193640,4265230659740,3466100,-1
82,1,STEP,4265230794940,4265233906740,3111800,-1
83,1,STEP,4265233986740,4265237057840,3071100,-1
84,1,STEP,4265237132340,4265240512540,3380200,-1
85,1,STEP,4265240606840,4265243205140,2598300,-1
86,1,STEP,4265243277140,4265246321540,3044400,-1
87,1,STEP,4265246412340,4265251112240,4699900,-1
88,1,STEP,4265251223540,4265254468340,3244800,-1
89,1,STEP,4265254553640,4265257650140,3096500,-1
90,1,STEP,4265257721940,4265260635340,2913400,-1
91,1,STEP,4265260711140,4265264214440,3503300,-1
92,1,STEP,4265264318640,4265267714740,3396100,-1
93,1,STEP,4265267801440,4265271477941,3676501,-1
94,1,STEP,4265271556241,4265275022341,3466100,-1
95,1,STEP,4265275098641,4265277871841,2773200,-1
96,1,STEP,4265277944041,4265280263141,2319100,-1
97,1,STEP,4265280353141,4265284174741,3821600,-1
98,1,STEP,4265284274441,4265287131741,2857300,-1
99,1,STEP,4265287212341,4265290283141,3070800,-1
100,1,STEP,4265290369241,4265293494641,3125400,-1
101,1,STEP,4265293568341,4265296226041,2657700,-1
102,1,STEP,4265296298141,4265299352441,3054300,-1
103,1,STEP,4265299429741,4265302729941,3300200,-1
104,1,STEP,4265302803841,4265305280741,2476900,-1
105,1,STEP,4265305362241,4265307860341,2498100,-1
106,1,STEP,4265307936641,4265311032341,3095700,-1
107,1,STEP,4265311114641,4265316198441,5083800,-1
108,1,STEP,4265316319741,4265319790241,3470500,-1
109,1,STEP,4265319893641,4265322857041,2963400,-1
110,1,STEP,4265322945341,4265326757941,3812600,-1
111,1,STEP,4265326847641,4265330337141,3489500,-1
112,1,STEP,4265330460341,4265334427541,3967200,-1
113,1,STEP,4265334574241,4265337495141,2920900,-1
114,1,STEP,4265337647241,4265341120141,3472900,-1
115,1,STEP,4265341220441,4265344539441,3319000,-1
116,1,STEP,4265344629941,4265348111941,3482000,-1
117,1,STEP,4265348258441,4265352890641,4632200,-1
118,1,STEP,4265352986341,4265356667341,3681000,-1
119,1,STEP,4265356759641,4265360096541,3336900,-1
120,1,STEP,4265360190741,4265363512941,3322200,-1
121,1,STEP,4265363633941,4265366666041,3032100,-1
122,1,STEP,4265366758341,4265369912741,3154400,-1
123,1,STEP,4265369997541,4265373206441,3208900,-1
124,1,STEP,4265373295441,4265376558941,3263500,-1
125,1,STEP,4265376644341,4265379316941,2672600,-1
126,1,STEP,4265379406141,4265383069441,3663300,-1
127,1,STEP,4265383209141,4265387044341,3835200,-1
128,1,STEP,4265387182341,4265390441541,3259200,-1
129,1,STEP,4265390531041,4265393358541,2827500,-1
130,1,STEP,4265393443941,4265396571841,3127900,-1
131,1,STEP,4265396700141,4265399669941,2969800,-1
132,1,STEP,4265399794341,4265402792441,2998100,-1
133,1,STEP,4265402868841,4265406324341,3455500,-1
134,1,STEP,4265406436741,4265409868441,3431700,-1
135,1,STEP,4265409967841,4265413551841,3584000,-1
136,1,STEP,4265413683641,4265418061241,4377600,-1
137,1,STEP,4265418185841,4265421053641,2867800,-1
138,1,STEP,4265421145941,4265424254341,3108400,-1
139,1,STEP,4265424336241,4265427212842,2876601,-1
140,1,STEP,4265427292342,4265430916242,3623900,-1
141,1,STEP,4265431019742,4265434101942,3082200,-1
142,1,STEP,4265434184442,4265436622642,2438200,-1
143,1,STEP,4265436702842,4265439719342,3016500,-1
144,1,STEP,4265439815242,4265442444142,2628900,-1
145,1,STEP,4265442528942,4265446043542,3514600,-1
146,1,STEP,4265446198542,4265450190742,3992200,-1
147,1,STEP,4265450314842,4265453777842,3463000,-1
148,1,STEP,4265453884242,4265457008142,3123900,-1
149,1,STEP,4265457092242,4265459986942,2894700,-1
150,1,STEP,4265460073142,4265462901542,2828400,-1
151,1,STEP,4265462998142,4265466231842,3233700,-1
152,1,STEP,4265466342642,4265469101742,2759100,-1
153,1,STEP,4265469192042,4265472154542,2962500,-1
154,1,STEP,4265472239442,4265475174442,2935000,-1
155,1,STEP,4265475286742,4265479102442,3815700,-1
156,1,STEP,4265479196742,4265483113642,3916900,-1
157,1,STEP,4265483230542,4265486609842,3379300,-1
158,1,STEP,4265486705142,4265490038342,3333200,-1
159,1,STEP,4265490142642,4265492886042,2743400,-1
160,1,STEP,4265492966542,4265495879442,2912900,-1
161,1,STEP,4265495959442,4265499057142,3097700,-1
162,1,STEP,4265499139842,4265502066242,2926400,-1
163,1,STEP,4265502148942,4265505039242,2890300,-1
164,1,STEP,4265505137242,4265507932642,2795400,-1
165,1,STEP,4265508009742,4265510865942,2856200,-1
166,1,STEP,4265510945342,4265514639842,3694500,-1
167,1,STEP,4265514775342,4265518368942,3593600,-1
168,1,STEP,4265518480142,4265521411542,2931400,-1
169,1,STEP,4265521497542,4265524051042,2553500,-1
170,1,STEP,4265524124242,4265526722842,2598600,-1
171,1,STEP,4265526803142,4265529288942,2485800,-1
172,1,STEP,4265529369642,4265532881042,3511400,-1
173,1,STEP,4265532962042,4265535325742,2363700,-1
174,1,STEP,4265535399342,4265538207242,2807900,-1
175,1,STEP,4265538289642,4265541133342,2843700,-1
176,1,STEP,4265541216442,4265544086142,2869700,-1
177,1,STEP,4265544159342,4265546987942,2828600,-1
178,1,STEP,4265547070842,4265550992342,3921500,-1
179,1,STEP,4265551147842,4265554718842,3571000,-1
180,1,STEP,4265554830742,4265557843442,3012700,-1
181,1,STEP,4265557921242,4265560784942,2863700,-1
182,1,STEP,4265560879142,4265564090142,3211000,-1
183,1,STEP,4265564187242,4265567276142,3088900,-1
184,1,STEP,4265567379642,4265570630042,3250400,-1
185,1,STEP,4265570714642,4265573431442,2716800,-1
186,1,STEP,4265573533142,4265576278942,2745800,-1
187,1,STEP,4265576352942,4265579312242,2959300,-1
188,1,STEP,4265579387042,4265582510043,3123001,-1
189,1,STEP,4265582640643,4265585682843,3042200,-1
190,1,STEP,4265585770343,4265588748243,2977900,-1
191,1,STEP,4265588861543,4265591852443,2990900,-1
192,1,STEP,4265591944043,4265594505743,2561700,-1
193,1,STEP,4265594582743,4265597698543,3115800,-1
194,1,STEP,4265597774943,4265600574643,2799700,-1
