Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,7336579009161,7337381871804,802862643,-1
0,1,STEP,7337382825323,7337388079651,5254328,-1
1,1,STEP,7337388148630,7337392311780,4163150,-1
2,1,STEP,7337392382889,7337396292512,3909623,-1
3,1,STEP,7337396358631,7337400218444,3859813,-1
4,1,STEP,7337400285226,7337404712076,4426850,-1
5,1,STEP,7337404784287,7337408272834,3488547,-1
6,1,STEP,7337408339111,7337411945518,3606407,-1
7,1,STEP,7337412010912,7337415455946,3445034,-1
8,1,STEP,7337415520595,7337419158111,3637516,-1
9,1,STEP,7337419225717,7337422080350,2854633,-1
10,1,STEP,7337422154241,7337426478278,4324037,-1
11,1,STEP,7337426554208,7337431061430,4507222,-1
12,1,STEP,7337431148358,7337435143292,3994934,-1
13,1,STEP,7337435210548,7337438503538,3292990,-1
14,1,STEP,7337438575225,7337442921745,4346520,-1
15,1,STEP,7337443030093,7337446369356,3339263,-1
16,1,STEP,7337446460543,7337450641616,4181073,-1
17,1,STEP,7337450712000,7337453759292,3047292,-1
18,1,STEP,7337453824244,7337457506358,3682114,-1
19,1,STEP,7337457574746,7337461069407,3494661,-1
20,1,STEP,7337461168490,7337465113658,3945168,-1
21,1,STEP,7337465223175,7337469200559,3977384,-1
22,1,STEP,7337469291251,7337472995234,3703983,-1
23,1,STEP,7337473064908,7337475982509,2917601,-1
24,1,STEP,7337476049584,7337478944843,2895259,-1
25,1,STEP,7337479009923,7337483664188,4654265,-1
26,1,STEP,7337483781310,7337487854014,4072704,-1
27,1,STEP,7337487944007,7337491464822,3520815,-1
28,1,STEP,7337491532786,7337494494415,2961629,-1
29,1,STEP,7337494559887,7337497913832,3353945,-1
30,1,STEP,7337497979211,7337501731918,3752707,-1
31,1,STEP,7337501847947,7337505258945,3410998,-1
32,1,STEP,7337505339840,7337507895161,2555321,-1
33,1,STEP,7337507966328,7337511447282,3480954,-1
34,1,STEP,7337511516402,7337514854808,3338406,-1
35,1,STEP,7337514923950,7337518397315,3473365,-1
36,1,STEP,7337518482797,7337522423755,3940958,-1
37,1,STEP,7337522533872,7337525909494,3375622,-1
38,1,STEP,7337525981903,7337528893483,2911580,-1
39,1,STEP,7337528960283,7337532373809,3413526,-1
40,1,STEP,7337532441094,7337536265270,3824176,-1
41,1,STEP,7337536339604,7337539328318,2988714,-1
42,1,STEP,7337539399791,7337543495705,4095914,-1
43,1,STEP,7337543576500,7337546763779,3187279,-1
44,1,STEP,7337546830043,7337550150137,3320094,-1
45,1,STEP,7337550221801,7337554089679,3867878,-1
46,1,STEP,7337554166930,7337558603982,4437052,-1
47,1,STEP,7337558676391,7337562527286,3850895,-1
48,1,STEP,7337562656042,7337566565023,3908981,-1
49,1,STEP,7337566633636,7337570056357,3422721,-1
50,1,STEP,7337570124573,7337573378541,3253968,-1
51,1,STEP,7337573447575,7337577504399,4056824,-1
52,1,STEP,7337577901846,7337581936182,4034336,-1
53,1,STEP,7337582596660,7337587189845,4593185,-1
54,1,STEP,7337587271896,7337590242274,2970378,-1
55,1,STEP,7337590308489,7337593908968,3600479,-1
56,1,STEP,7337593980728,7337598012409,4031681,-1
57,1,STEP,7337598092380,7337601731913,3639533,-1
58,1,STEP,7337601837497,7337606109274,4271777,-1
59,1,STEP,7337622282858,7337625812881,3530023,-1
60,1,STEP,7337625946581,7337630862939,4916358,-1
61,1,STEP,7337631024563,7337634775430,3750867,-1
62,1,STEP,7337634873974,7337639300702,4426728,-1
63,1,STEP,7337639391898,7337642811176,3419278,-1
64,1,STEP,7337642945002,7337647438804,4493802,-1
65,1,STEP,7337647551786,7337651227244,3675458,-1
66,1,STEP,7337651305645,7337654631432,3325787,-1
67,1,STEP,7337654723852,7337658159536,3435684,-1
68,1,STEP,7337658265716,7337662512265,4246549,-1
69,1,STEP,7337662667619,7337668085098,5417479,-1
70,1,STEP,7337668215687,7337671775605,3559918,-1
71,1,STEP,7337671879472,7337676765987,4886515,-1
72,1,STEP,7337676886163,7337680795047,3908884,-1
73,1,STEP,7337680907097,7337685179053,4271956,-1
74,1,STEP,7337685300928,7337688997774,3696846,-1
75,1,STEP,7337689120295,7337693935447,4815152,-1
76,1,STEP,7337694065112,7337698594691,4529579,-1
77,1,STEP,7337698701023,7337703323109,4622086,-1
78,1,STEP,7337703468778,7337707683414,4214636,-1
79,1,STEP,7337707808918,7337711795520,3986602,-1
80,1,STEP,7337711903565,7337716809003,4905438,-1
81,1,STEP,7337716932134,7337721702082,4769948,-1
82,1,STEP,7337721823168,7337726580530,4757362,-1
83,1,STEP,7337726704568,7337731558700,4854132,-1
84,1,STEP,7337731634445,7337736603445,4969000,-1
85,1,STEP,7337736709221,7337740671789,3962568,-1
86,1,STEP,7337740773571,7337745676854,4903283,-1
87,1,STEP,7337745798650,7337749613314,3814664,-1
88,1,STEP,7337749689021,7337753052752,3363731,-1
89,1,STEP,7337753128822,7337756802337,3673515,-1
90,1,STEP,7337756886629,7337760164860,3278231,-1
91,1,STEP,7337760245275,7337764082257,3836982,-1
92,1,STEP,7337764180448,7337768613302,4432854,-1
