Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,7714956499057,7715547680462,591181405,-1
0,1,STEP,7715547824862,7715552852662,5027800,-1
1,1,STEP,7715552930562,7715557867162,4936600,-1
2,1,STEP,7715557955362,7715562413962,4458600,-1
3,1,STEP,7715562497262,7715566604562,4107300,-1
4,1,STEP,7715566691962,7715570885362,4193400,-1
5,1,STEP,7715570964462,7715574595962,3631500,-1
6,1,STEP,7715574673562,7715578321063,3647501,-1
7,1,STEP,7715578394863,7715581910563,3515700,-1
8,1,STEP,7715581986863,7715585574063,3587200,-1
9,1,STEP,7715585659163,7715588894263,3235100,-1
10,1,STEP,7715588976363,7715593327563,4351200,-1
11,1,STEP,7715593415263,7715597673663,4258400,-1
12,1,STEP,7715597756463,7715601747363,3990900,-1
13,1,STEP,7715601946963,7715605781263,3834300,-1
14,1,STEP,7715605889763,7715611224763,5335000,-1
15,1,STEP,7715611323663,7715616875463,5551800,-1
16,1,STEP,7715617056963,7715621401563,4344600,-1
17,1,STEP,7715621483363,7715624499863,3016500,-1
18,1,STEP,7715624586463,7715628285363,3698900,-1
19,1,STEP,7715628364863,7715631706663,3341800,-1
20,1,STEP,7715631777263,7715634971763,3194500,-1
21,1,STEP,7715635057163,7715638504263,3447100,-1
22,1,STEP,7715638590163,7715642365263,3775100,-1
23,1,STEP,7715642442263,7715645392063,2949800,-1
24,1,STEP,7715645465163,7715648360463,2895300,-1
25,1,STEP,7715648432263,7715652667863,4235600,-1
26,1,STEP,7715652749763,7715656168063,3418300,-1
27,1,STEP,7715656244563,7715659850163,3605600,-1
28,1,STEP,7715659929563,7715662936863,3007300,-1
29,1,STEP,7715663009463,7715667295063,4285600,-1
30,1,STEP,7715667397163,7715671145263,3748100,-1
31,1,STEP,7715671224963,7715674436863,3211900,-1
32,1,STEP,7715674514963,7715677216263,2701300,-1
33,1,STEP,7715677294563,7715680846463,3551900,-1
34,1,STEP,7715680918963,7715684333863,3414900,-1
35,1,STEP,7715684412263,7715687840663,3428400,-1
36,1,STEP,7715687913463,7715691444863,3531400,-1
37,1,STEP,7715691517163,7715694582363,3065200,-1
38,1,STEP,7715694658463,7715697633563,2975100,-1
39,1,STEP,7715697706763,7715701175864,3469101,-1
40,1,STEP,7715701255064,7715705087264,3832200,-1
41,1,STEP,7715705163764,7715708202264,3038500,-1
42,1,STEP,7715708271264,7715711977064,3705800,-1
43,1,STEP,7715712053364,7715715278964,3225600,-1
44,1,STEP,7715715351464,7715718828964,3477500,-1
45,1,STEP,7715718919564,7715722915864,3996300,-1
46,1,STEP,7715723000564,7715727614764,4614200,-1
47,1,STEP,7715727705664,7715731094564,3388900,-1
48,1,STEP,7715731165564,7715734714364,3548800,-1
49,1,STEP,7715734786064,7715738097764,3311700,-1
50,1,STEP,7715738168864,7715741409664,3240800,-1
51,1,STEP,7715741485464,7715745631264,4145800,-1
52,1,STEP,7715745712764,7715749307064,3594300,-1
53,1,STEP,7715749379964,7715753325864,3945900,-1
54,1,STEP,7715753407264,7715756453164,3045900,-1
55,1,STEP,7715756524764,7715760162164,3637400,-1
56,1,STEP,7715760247964,7715764219964,3972000,-1
57,1,STEP,7715764296464,7715767813464,3517000,-1
58,1,STEP,7715767903764,7715771836764,3933000,-1
59,1,STEP,7715771916964,7715775450764,3533800,-1
60,1,STEP,7715775572064,7715779269764,3697700,-1
61,1,STEP,7715779349564,7715782187464,2837900,-1
62,1,STEP,7715782259364,7715785949764,3690400,-1
63,1,STEP,7715786036864,7715789106064,3069200,-1
64,1,STEP,7715789184364,7715792702364,3518000,-1
65,1,STEP,7715792775764,7715795722664,2946900,-1
66,1,STEP,7715795796664,7715798849164,3052500,-1
67,1,STEP,7715798918864,7715802273664,3354800,-1
68,1,STEP,7715802360864,7715805660064,3299200,-1
69,1,STEP,7715805735064,7715809913864,4178800,-1
70,1,STEP,7715810000764,7715813106864,3106100,-1
71,1,STEP,7715813181364,7715817021264,3839900,-1
72,1,STEP,7715817097464,7715820435864,3338400,-1
73,1,STEP,7715820510364,7715823557865,3047501,-1
74,1,STEP,7715823629765,7715826431765,2802000,-1
75,1,STEP,7715826526465,7715830295965,3769500,-1
76,1,STEP,7715830383065,7715833774065,3391000,-1
77,1,STEP,7715833853465,7715837015865,3162400,-1
78,1,STEP,7715837089665,7715839987165,2897500,-1
79,1,STEP,7715840057565,7715842991165,2933600,-1
80,1,STEP,7715843069665,7715846662365,3592700,-1
81,1,STEP,7715846740565,7715850156765,3416200,-1
82,1,STEP,7715850255465,7715853822565,3567100,-1
83,1,STEP,7715853905665,7715857473865,3568200,-1
84,1,STEP,7715857562165,7715861345365,3783200,-1
85,1,STEP,7715861429565,7715864446465,3016900,-1
86,1,STEP,7715864520365,7715867997265,3476900,-1
87,1,STEP,7715868078265,7715871869165,3790900,-1
88,1,STEP,7715871948765,7715875362165,3413400,-1
89,1,STEP,7715875444765,7715879207565,3762800,-1
90,1,STEP,7715879288465,7715882951265,3662800,-1
91,1,STEP,7715883071165,7715887303865,4232700,-1
92,1,STEP,7715887397865,7715891113865,3716000,-1
93,1,STEP,7715891193665,7715895347865,4154200,-1
94,1,STEP,7715895429665,7715898992565,3562900,-1
95,1,STEP,7715899064665,7715902274965,3210300,-1
96,1,STEP,7715902361465,7715905101865,2740400,-1
97,1,STEP,7715905175865,7715908704865,3529000,-1
98,1,STEP,7715908778465,7715912007365,3228900,-1
99,1,STEP,7715912083665,7715915306465,3222800,-1
100,1,STEP,7715915378565,7715919093565,3715000,-1
101,1,STEP,7715919179465,7715922276565,3097100,-1
