Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,4197262275799,4197318057426,55781627,-1
0,1,STEP,4197318174101,4197320022423,1848322,-1
1,1,STEP,4197320070543,4197321669720,1599177,-1
2,1,STEP,4197321702867,4197322506614,803747,-1
3,1,STEP,4197322553084,4197323147987,594903,-1
4,1,STEP,4197323194044,4197323688275,494231,-1
5,1,STEP,4197323728677,4197324335178,606501,-1
6,1,STEP,4197324385052,4197325148410,763358,-1
7,1,STEP,4197325227839,4197325833640,605801,-1
8,1,STEP,4197325880666,4197326261648,380982,-1
9,1,STEP,4197326300826,4197326546924,246098,-1
10,1,STEP,4197326581815,4197327084714,502899,-1
11,1,STEP,4197327121376,4197327508824,387448,-1
12,1,STEP,4197327544312,4197327926299,381987,-1
13,1,STEP,4197327961124,4197328201433,240309,-1
14,1,STEP,4197328237208,4197328510323,273115,-1
15,1,STEP,4197328545785,4197328827606,281821,-1
16,1,STEP,4197328863940,4197329231292,367352,-1
17,1,STEP,4197329267789,4197329481738,213949,-1
18,1,STEP,4197329517761,4197329813258,295497,-1
19,1,STEP,4197329849174,4197330083143,233969,-1
20,1,STEP,4197330120342,4197330250440,130098,-1
21,1,STEP,4197330287414,4197330416372,128958,-1
22,1,STEP,4197330451825,4197330590640,138815,-1
23,1,STEP,4197330627754,4197330756230,128476,-1
24,1,STEP,4197330792706,4197330914331,121625,-1
25,1,STEP,4197330950788,4197331113964,163176,-1
26,1,STEP,4197331150868,4197331299895,149027,-1
27,1,STEP,4197331337235,4197331592949,255714,-1
28,1,STEP,4197331629502,4197331769987,140485,-1
29,1,STEP,4197331807813,4197331953211,145398,-1
30,1,STEP,4197332003828,4197332253528,249700,-1
31,1,STEP,4197332291027,4197332453124,162097,-1
32,1,STEP,4197332491827,4197332607486,115659,-1
33,1,STEP,4197332644424,4197332781922,137498,-1
34,1,STEP,4197332819463,4197332973967,154504,-1
35,1,STEP,4197333012523,4197333170376,157853,-1
36,1,STEP,4197333209434,4197333372961,163527,-1
37,1,STEP,4197333411310,4197333568680,157370,-1
38,1,STEP,4197333606763,4197333741306,134543,-1
39,1,STEP,4197333780164,4197333912715,132551,-1
40,1,STEP,4197333950387,4197334078617,128230,-1
41,1,STEP,4197334115902,4197334236415,120513,-1
42,1,STEP,4197334275367,4197334440856,165489,-1
43,1,STEP,4197334479927,4197334640558,160631,-1
44,1,STEP,4197334678491,4197334826191,147700,-1
45,1,STEP,4197334864477,4197335182348,317871,-1
46,1,STEP,4197335219465,4197335395541,176076,-1
47,1,STEP,4197335434443,4197335584126,149683,-1
48,1,STEP,4197335623370,4197335758353,134983,-1
49,1,STEP,4197335797959,4197335938277,140318,-1
50,1,STEP,4197335978009,4197336118038,140029,-1
51,1,STEP,4197336157588,4197336300506,142918,-1
52,1,STEP,4197336339632,4197336482332,142700,-1
53,1,STEP,4197336521119,4197336657065,135946,-1
54,1,STEP,4197336696263,4197336819800,123537,-1
55,1,STEP,4197336859172,4197337002112,142940,-1
56,1,STEP,4197337042538,4197337181699,139161,-1
57,1,STEP,4197337220358,4197337479868,259510,-1
58,1,STEP,4197337532440,4197337744009,211569,-1
59,1,STEP,4197337799009,4197337957428,158419,-1
60,1,STEP,4197338008775,4197338194577,185802,-1
61,1,STEP,4197338245155,4197338411914,166759,-1
62,1,STEP,4197338463569,4197338644548,180979,-1
63,1,STEP,4197338696003,4197338859182,163179,-1
64,1,STEP,4197338912199,4197339095061,182862,-1
65,1,STEP,4197339148303,4197339318865,170562,-1
66,1,STEP,4197339369230,4197339553638,184408,-1
67,1,STEP,4197339605988,4197339769073,163085,-1
68,1,STEP,4197339820675,4197339995521,174846,-1
69,1,STEP,4197340047735,4197340317123,269388,-1
70,1,STEP,4197340383147,4197340612330,229183,-1
71,1,STEP,4197340667377,4197340879301,211924,-1
72,1,STEP,4197340934397,4197341116943,182546,-1
73,1,STEP,4197341170721,4197341353689,182968,-1
74,1,STEP,4197341408122,4197341579284,171162,-1
75,1,STEP,4197341665742,4197341889373,223631,-1
76,1,STEP,4197341954672,4197342164868,210196,-1
77,1,STEP,4197342273135,4197342461103,187968,-1
78,1,STEP,4197342517364,4197342675850,158486,-1
79,1,STEP,4197342730758,4197342998933,268175,-1
80,1,STEP,4197343042753,4197343318128,275375,-1
81,1,STEP,4197343358992,4197343540853,181861,-1
82,1,STEP,4197343579908,4197343777578,197670,-1
83,1,STEP,4197343824104,4197343988176,164072,-1
84,1,STEP,4197344027243,4197344184466,157223,-1
85,1,STEP,4197344223914,4197344378123,154209,-1
86,1,STEP,4197344416170,4197344593733,177563,-1
87,1,STEP,4197344642771,4197344810386,167615,-1
88,1,STEP,4197344849980,4197345042768,192788,-1
89,1,STEP,4197345081533,4197345255874,174341,-1
90,1,STEP,4197345294923,4197345501616,206693,-1
91,1,STEP,4197345544403,4197345719121,174718,-1
92,1,STEP,4197345758541,4197345926790,168249,-1
93,1,STEP,4197345966068,4197346171324,205256,-1
94,1,STEP,4197346209930,4197346385821,175891,-1
95,1,STEP,4197346423997,4197346596388,172391,-1
96,1,STEP,4197346634187,4197346776256,142069,-1
97,1,STEP,4197346815249,4197346999569,184320,-1
98,1,STEP,4197347038158,4197347199195,161037,-1
99,1,STEP,4197347238463,4197347413872,175409,-1
100,1,STEP,4197347452578,4197347620540,167962,-1
101,1,STEP,4197347661096,4197347803284,142188,-1
102,1,STEP,4197347842440,4197347984773,142333,-1
103,1,STEP,4197348025033,4197348199988,174955,-1
104,1,STEP,4197348239551,4197348384815,145264,-1
105,1,STEP,4197348424207,4197348566589,142382,-1
106,1,STEP,4197348607129,4197348763440,156311,-1
107,1,STEP,4197348803514,4197348966781,163267,-1
108,1,STEP,4197349006516,4197349171922,165406,-1
109,1,STEP,4197349211218,4197349382003,170785,-1
110,1,STEP,4197349421694,4197349626951,205257,-1
111,1,STEP,4197349666117,4197349841903,175786,-1
112,1,STEP,4197349880749,4197350074876,194127,-1
113,1,STEP,4197350114271,4197350272993,158722,-1
114,1,STEP,4197350312018,4197350479367,167349,-1
115,1,STEP,4197350520039,4197350681333,161294,-1
116,1,STEP,4197350721139,4197350900020,178881,-1
117,1,STEP,4197350939499,4197351136488,196989,-1
118,1,STEP,4197351175802,4197351387352,211550,-1
